url,Length,HTTPS,Dots,Hyphens,Subdomains,IP?,Query Length,Login Keyword,Brand Spoofed,label
http://amaz0n.com/account,25,0,1,0,0,0,0,1,1,Phishing
http://amaz0n.com/account,25,0,1,0,0,0,0,1,1,Phishing
http://paypa1.com/verify?id=680,31,0,1,0,0,0,13,1,1,Phishing
https://www.linkedin.com/dashboard,34,1,2,0,1,0,0,0,0,Safe
http://micr0soft.com/account?id=994,35,0,1,0,0,0,15,0,1,Phishing
http://amaz0n.com/account?id=675,32,0,1,0,0,0,11,0,1,Phishing
http://instagrarn.com/reset,27,0,1,0,0,0,0,0,1,Phishing
http://facebok.com/reset,24,0,1,0,0,0,0,0,1,Phishing
https://flipkart.com,20,1,1,0,0,0,0,0,0,Safe
http://flip-kart.com/signin,27,0,1,1,0,0,0,1,1,Phishing
https://www.instagram.com/reset,31,1,2,0,1,0,0,0,0,Safe
http://micr0soft.com,20,0,1,0,0,0,0,1,1,Phishing
http://facebok.com/login,24,0,1,0,0,0,0,0,1,Phishing
https://www.flipkart.com/dashboard,34,1,2,0,1,0,0,0,0,Safe
https://www.microsoft.com/signin,32,1,2,0,1,0,0,0,0,Safe
https://www.apple.com/login,27,1,2,0,1,0,0,0,0,Safe
https://www.linkedin.com/signin,31,1,2,0,1,0,0,1,0,Suspicious
http://g00gle.com/account,25,0,1,0,0,0,0,1,1,Phishing
https://apple.com/account,25,1,1,0,0,0,0,0,0,Safe
https://www.microsoft.com/account,33,1,2,0,1,0,0,0,0,Safe
https://www.flipkart.com,24,1,2,0,1,0,0,0,0,Safe
https://amazon.com/signin,25,1,1,0,0,0,0,0,0,Safe
https://microsoft.com/verify,28,1,1,0,0,0,0,0,0,Safe
https://www.apple.com/reset,27,1,2,0,1,0,0,0,0,Safe
https://www.facebook.com/dashboard,34,1,2,0,1,0,0,0,0,Safe
http://lnkedln.com/login?id=573,31,0,1,0,0,0,8,1,1,Phishing
https://apple.com/verify,24,1,1,0,0,0,0,0,0,Safe
http://app1e.com/login,22,0,1,0,0,0,0,0,1,Phishing
https://microsoft.com/signin,28,1,1,0,0,0,0,0,0,Safe
http://lnkedln.com/verify,25,0,1,0,0,0,0,0,1,Phishing
https://www.paypal.com/dashboard,32,1,2,0,1,0,0,0,0,Safe
https://www.paypal.com/account,30,1,2,0,1,0,0,0,0,Safe
http://g00gle.com/reset?id=170,30,0,1,0,0,0,19,0,1,Phishing
https://www.amazon.com/dashboard,32,1,2,0,1,0,0,0,0,Safe
http://netfliix.com/account?id=601,34,0,1,0,0,0,16,0,1,Phishing
https://www.apple.com/account,29,1,2,0,1,0,0,1,0,Suspicious
http://flip-kart.com?id=297,27,0,1,1,0,0,18,0,1,Phishing
http://flip-kart.com/reset,26,0,1,1,0,0,0,0,1,Phishing
https://www.amazon.com/signin,29,1,2,0,1,0,0,0,0,Safe
http://flip-kart.com/reset,26,0,1,1,0,0,0,1,1,Phishing
http://flip-kart.com/dashboard?id=660,37,0,1,1,0,0,7,1,1,Phishing
https://www.flipkart.com/verify,31,1,2,0,1,0,0,1,0,Suspicious
http://app1e.com/account,24,0,1,0,0,0,0,1,1,Phishing
http://flip-kart.com/account?id=482,35,0,1,1,0,0,15,0,1,Phishing
http://flip-kart.com/account,28,0,1,1,0,0,0,1,1,Phishing
https://www.linkedin.com/login,30,1,2,0,1,0,0,0,0,Safe
http://facebok.com/signin,25,0,1,0,0,0,0,0,1,Phishing
https://www.apple.com/account,29,1,2,0,1,0,0,0,0,Safe
https://www.apple.com/dashboard,31,1,2,0,1,0,0,0,0,Safe
https://amazon.com/account,26,1,1,0,0,0,0,0,0,Safe
https://www.google.com/dashboard,32,1,2,0,1,0,0,0,0,Safe
https://netflix.com/dashboard,29,1,1,0,0,0,0,0,0,Safe
https://www.netflix.com/dashboard,33,1,2,0,1,0,0,0,0,Safe
http://facebok.com/login,24,0,1,0,0,0,0,0,1,Phishing
http://app1e.com/dashboard?id=119,33,0,1,0,0,0,16,0,1,Phishing
http://instagrarn.com/signin,28,0,1,0,0,0,0,0,1,Phishing
http://netfliix.com,19,0,1,0,0,0,0,0,1,Phishing
http://micr0soft.com/dashboard,30,0,1,0,0,0,0,0,1,Phishing
http://flip-kart.com/login,26,0,1,1,0,0,0,1,1,Phishing
http://app1e.com/login?id=879,29,0,1,0,0,0,20,0,1,Phishing
https://www.microsoft.com,25,1,2,0,1,0,0,0,0,Safe
https://www.amazon.com/account,30,1,2,0,1,0,0,1,0,Suspicious
https://google.com/signin,25,1,1,0,0,0,0,0,0,Safe
http://lnkedln.com/signin,25,0,1,0,0,0,0,1,1,Phishing
https://www.paypal.com/dashboard,32,1,2,0,1,0,0,0,0,Safe
https://google.com/signin,25,1,1,0,0,0,0,0,0,Safe
https://www.netflix.com/dashboard,33,1,2,0,1,0,0,1,0,Suspicious
https://www.amazon.com/dashboard,32,1,2,0,1,0,0,1,0,Suspicious
https://www.paypal.com/dashboard,32,1,2,0,1,0,0,1,0,Suspicious
https://www.apple.com/reset,27,1,2,0,1,0,0,0,0,Safe
https://www.facebook.com/dashboard,34,1,2,0,1,0,0,1,0,Suspicious
https://google.com/signin,25,1,1,0,0,0,0,0,0,Safe
https://www.linkedin.com/login,30,1,2,0,1,0,0,0,0,Safe
https://www.apple.com/account,29,1,2,0,1,0,0,1,0,Suspicious
http://amaz0n.com/account?id=997,32,0,1,0,0,0,7,1,1,Phishing
http://amaz0n.com/dashboard,27,0,1,0,0,0,0,0,1,Phishing
https://www.netflix.com/account,31,1,2,0,1,0,0,0,0,Safe
http://instagrarn.com,21,0,1,0,0,0,0,1,1,Phishing
https://www.flipkart.com/signin,31,1,2,0,1,0,0,0,0,Safe
https://www.amazon.com,22,1,2,0,1,0,0,1,0,Suspicious
http://amaz0n.com/login?id=415,30,0,1,0,0,0,13,0,1,Phishing
https://paypal.com/verify,25,1,1,0,0,0,0,0,0,Safe
http://facebok.com?id=528,25,0,1,0,0,0,17,0,1,Phishing
http://micr0soft.com/reset,26,0,1,0,0,0,0,0,1,Phishing
https://apple.com/account,25,1,1,0,0,0,0,0,0,Safe
https://www.netflix.com,23,1,2,0,1,0,0,0,0,Safe
http://micr0soft.com/verify,27,0,1,0,0,0,0,1,1,Phishing
http://micr0soft.com/signin?id=135,34,0,1,0,0,0,11,0,1,Phishing
http://paypa1.com/account,25,0,1,0,0,0,0,1,1,Phishing
http://g00gle.com/dashboard,27,0,1,0,0,0,0,1,1,Phishing
http://netfliix.com?id=162,26,0,1,0,0,0,14,0,1,Phishing
http://micr0soft.com/dashboard,30,0,1,0,0,0,0,0,1,Phishing
https://www.flipkart.com/signin,31,1,2,0,1,0,0,0,0,Safe
http://app1e.com?id=606,23,0,1,0,0,0,13,0,1,Phishing
https://linkedin.com/account,28,1,1,0,0,0,0,0,0,Safe
http://flip-kart.com/verify?id=242,34,0,1,1,0,0,15,1,1,Phishing
http://paypa1.com/dashboard,27,0,1,0,0,0,0,1,1,Phishing
http://lnkedln.com?id=985,25,0,1,0,0,0,9,0,1,Phishing
http://lnkedln.com?id=592,25,0,1,0,0,0,9,0,1,Phishing
https://www.flipkart.com,24,1,2,0,1,0,0,0,0,Safe
https://www.instagram.com,25,1,2,0,1,0,0,0,0,Safe
http://facebok.com/signin,25,0,1,0,0,0,0,1,1,Phishing
http://instagrarn.com,21,0,1,0,0,0,0,0,1,Phishing
https://www.amazon.com,22,1,2,0,1,0,0,0,0,Safe
http://flip-kart.com/account?id=908,35,0,1,1,0,1,13,0,1,Phishing
http://app1e.com/reset?id=202,29,0,1,0,0,0,20,1,1,Phishing
http://g00gle.com/login,23,0,1,0,0,0,0,1,1,Phishing
https://www.apple.com/reset,27,1,2,0,1,0,0,0,0,Safe
https://www.instagram.com/verify,32,1,2,0,1,0,0,0,0,Safe
https://facebook.com/account,28,1,1,0,0,0,0,0,0,Safe
http://paypa1.com/account,25,0,1,0,0,0,0,1,1,Phishing
http://micr0soft.com/signin?id=602,34,0,1,0,0,0,15,1,1,Phishing
https://apple.com/account,25,1,1,0,0,0,0,0,0,Safe
http://micr0soft.com/signin,27,0,1,0,0,0,0,0,1,Phishing
https://www.flipkart.com,24,1,2,0,1,0,0,0,0,Safe
https://netflix.com/account,27,1,1,0,0,0,0,0,0,Safe
http://paypa1.com/account,25,0,1,0,0,0,0,1,1,Phishing
https://www.apple.com,21,1,2,0,1,0,0,0,0,Safe
https://paypal.com/login,24,1,1,0,0,0,0,1,0,Suspicious
http://amaz0n.com/login?id=392,30,0,1,0,0,0,11,1,1,Phishing
http://app1e.com/verify?id=887,30,0,1,0,0,0,6,0,1,Phishing
https://www.netflix.com,23,1,2,0,1,0,0,0,0,Safe
https://www.apple.com/dashboard,31,1,2,0,1,0,0,0,0,Safe
http://instagrarn.com/account?id=225,36,0,1,0,0,0,8,1,1,Phishing
https://instagram.com/login,27,1,1,0,0,0,0,0,0,Safe
http://facebok.com/account,26,0,1,0,0,0,0,1,1,Phishing
http://instagrarn.com/account,29,0,1,0,0,0,0,0,1,Phishing
http://app1e.com/reset?id=368,29,0,1,0,0,0,13,1,1,Phishing
https://www.microsoft.com/login,31,1,2,0,1,0,0,0,0,Safe
https://www.facebook.com/signin,31,1,2,0,1,0,0,0,0,Safe
https://www.linkedin.com/login,30,1,2,0,1,0,0,0,0,Safe
http://g00gle.com/login,23,0,1,0,0,0,0,0,1,Phishing
https://www.amazon.com/dashboard,32,1,2,0,1,0,0,1,0,Suspicious
https://linkedin.com/reset,26,1,1,0,0,0,0,1,0,Suspicious
https://microsoft.com/dashboard,31,1,1,0,0,0,0,0,0,Safe
https://www.netflix.com/signin,30,1,2,0,1,0,0,0,0,Safe
http://app1e.com/dashboard?id=159,33,0,1,0,0,0,5,1,1,Phishing
https://www.netflix.com/account,31,1,2,0,1,0,0,1,0,Suspicious
https://facebook.com/account,28,1,1,0,0,0,0,0,0,Safe
https://www.linkedin.com/verify,31,1,2,0,1,0,0,0,0,Safe
https://www.apple.com,21,1,2,0,1,0,0,1,0,Suspicious
https://netflix.com/verify,26,1,1,0,0,0,0,0,0,Safe
http://netfliix.com/dashboard?id=477,36,0,1,0,0,0,8,0,1,Phishing
http://paypa1.com/reset,23,0,1,0,0,0,0,0,1,Phishing
http://netfliix.com/login?id=392,32,0,1,0,0,0,10,1,1,Phishing
https://www.paypal.com,22,1,2,0,1,0,0,1,0,Suspicious
http://app1e.com/verify,23,0,1,0,0,1,0,1,1,Phishing
https://www.facebook.com/login,30,1,2,0,1,0,0,0,0,Safe
http://paypa1.com/dashboard,27,0,1,0,0,0,0,1,1,Phishing
http://micr0soft.com/reset?id=339,33,0,1,0,0,0,17,0,1,Phishing
https://linkedin.com,20,1,1,0,0,0,0,0,0,Safe
http://app1e.com/signin,23,0,1,0,0,0,0,1,1,Phishing
http://micr0soft.com/signin,27,0,1,0,0,1,0,0,1,Phishing
http://flip-kart.com?id=203,27,0,1,1,0,0,5,0,1,Phishing
https://paypal.com,18,1,1,0,0,0,0,0,0,Safe
http://app1e.com/login,22,0,1,0,0,0,0,1,1,Phishing
http://micr0soft.com/dashboard?id=285,37,0,1,0,0,0,19,0,1,Phishing
https://www.instagram.com/dashboard,35,1,2,0,1,0,0,1,0,Suspicious
http://lnkedln.com/verify?id=454,32,0,1,0,0,0,6,1,1,Phishing
https://www.microsoft.com/signin,32,1,2,0,1,0,0,0,0,Safe
http://lnkedln.com/login,24,0,1,0,0,1,0,1,1,Phishing
https://www.microsoft.com/signin,32,1,2,0,1,0,0,0,0,Safe
http://netfliix.com/account,27,0,1,0,0,0,0,0,1,Phishing
http://lnkedln.com/verify,25,0,1,0,0,0,0,0,1,Phishing
http://lnkedln.com/dashboard,28,0,1,0,0,0,0,1,1,Phishing
http://instagrarn.com/login,27,0,1,0,0,0,0,1,1,Phishing
http://amaz0n.com/account,25,0,1,0,0,0,0,0,1,Phishing
https://www.paypal.com/login,28,1,2,0,1,0,0,0,0,Safe
http://facebok.com/verify,25,0,1,0,0,0,0,1,1,Phishing
http://micr0soft.com/account?id=793,35,0,1,0,0,0,15,1,1,Phishing
http://paypa1.com/verify?id=546,31,0,1,0,0,0,15,1,1,Phishing
https://www.google.com,22,1,2,0,1,0,0,0,0,Safe
https://flipkart.com/login,26,1,1,0,0,0,0,0,0,Safe
https://www.flipkart.com/verify,31,1,2,0,1,0,0,0,0,Safe
http://instagrarn.com/signin,28,0,1,0,0,0,0,1,1,Phishing
https://flipkart.com/verify,27,1,1,0,0,0,0,0,0,Safe
http://instagrarn.com/verify,28,0,1,0,0,0,0,0,1,Phishing
http://facebok.com/login,24,0,1,0,0,0,0,1,1,Phishing
https://flipkart.com/login,26,1,1,0,0,0,0,0,0,Safe
https://www.instagram.com,25,1,2,0,1,0,0,1,0,Suspicious
http://app1e.com/reset,22,0,1,0,0,0,0,0,1,Phishing
http://amaz0n.com?id=117,24,0,1,0,0,0,17,1,1,Phishing
http://amaz0n.com/account,25,0,1,0,0,0,0,0,1,Phishing
http://lnkedln.com/login,24,0,1,0,0,0,0,1,1,Phishing
http://instagrarn.com/verify?id=815,35,0,1,0,0,0,17,0,1,Phishing
http://netfliix.com/signin?id=596,33,0,1,0,0,0,18,0,1,Phishing
https://netflix.com/signin,26,1,1,0,0,0,0,0,0,Safe
https://www.microsoft.com/account,33,1,2,0,1,0,0,0,0,Safe
http://micr0soft.com?id=514,27,0,1,0,0,0,11,0,1,Phishing
http://g00gle.com/account?id=357,32,0,1,0,0,0,7,1,1,Phishing
http://g00gle.com/account?id=127,32,0,1,0,0,0,10,0,1,Phishing
http://paypa1.com/signin?id=549,31,0,1,0,0,0,16,0,1,Phishing
http://g00gle.com/signin,24,0,1,0,0,0,0,0,1,Phishing
https://www.linkedin.com/account,32,1,2,0,1,0,0,0,0,Safe
https://www.netflix.com/verify,30,1,2,0,1,0,0,0,0,Safe
http://amaz0n.com/signin,24,0,1,0,0,0,0,1,1,Phishing
http://instagrarn.com/verify?id=560,35,0,1,0,0,1,7,0,1,Phishing
https://www.facebook.com/account,32,1,2,0,1,0,0,0,0,Safe
http://facebok.com/verify,25,0,1,0,0,0,0,1,1,Phishing
https://www.apple.com/signin,28,1,2,0,1,0,0,0,0,Safe
https://netflix.com/verify,26,1,1,0,0,0,0,0,0,Safe
https://www.instagram.com/verify,32,1,2,0,1,0,0,1,0,Suspicious
http://g00gle.com,17,0,1,0,0,0,0,0,1,Phishing
http://app1e.com,16,0,1,0,0,0,0,0,1,Phishing
http://flip-kart.com/login?id=548,33,0,1,1,0,1,13,1,1,Phishing
https://www.flipkart.com/login,30,1,2,0,1,0,0,0,0,Safe
https://google.com/verify,25,1,1,0,0,0,0,0,0,Safe
https://flipkart.com/account,28,1,1,0,0,0,0,1,0,Suspicious
https://www.instagram.com/reset,31,1,2,0,1,0,0,0,0,Safe
http://netfliix.com,19,0,1,0,0,0,0,0,1,Phishing
https://www.linkedin.com/dashboard,34,1,2,0,1,0,0,0,0,Safe
http://app1e.com/account,24,0,1,0,0,0,0,1,1,Phishing
https://www.microsoft.com/verify,32,1,2,0,1,0,0,0,0,Safe
https://www.instagram.com/dashboard,35,1,2,0,1,0,0,0,0,Safe
http://instagrarn.com/dashboard?id=658,38,0,1,0,0,0,6,1,1,Phishing
http://facebok.com/account?id=585,33,0,1,0,0,0,19,1,1,Phishing
https://www.netflix.com/dashboard,33,1,2,0,1,0,0,0,0,Safe
http://flip-kart.com/dashboard,30,0,1,1,0,0,0,1,1,Phishing
http://amaz0n.com/account,25,0,1,0,0,0,0,1,1,Phishing
https://flipkart.com,20,1,1,0,0,0,0,0,0,Safe
http://instagrarn.com/login?id=373,34,0,1,0,0,0,15,1,1,Phishing
https://flipkart.com/account,28,1,1,0,0,0,0,0,0,Safe
http://flip-kart.com/signin?id=765,34,0,1,1,0,0,14,0,1,Phishing
https://www.flipkart.com/verify,31,1,2,0,1,0,0,0,0,Safe
https://www.flipkart.com/account,32,1,2,0,1,0,0,0,0,Safe
http://facebok.com/reset?id=803,31,0,1,0,0,0,12,0,1,Phishing
https://google.com/reset,24,1,1,0,0,0,0,0,0,Safe
http://flip-kart.com,20,0,1,1,0,0,0,1,1,Phishing
https://www.paypal.com/signin,29,1,2,0,1,0,0,0,0,Safe
http://micr0soft.com/account?id=155,35,0,1,0,0,0,16,0,1,Phishing
http://lnkedln.com/account,26,0,1,0,0,0,0,0,1,Phishing
http://app1e.com/verify,23,0,1,0,0,0,0,1,1,Phishing
http://app1e.com/verify?id=752,30,0,1,0,0,0,7,1,1,Phishing
http://instagrarn.com/login?id=611,34,0,1,0,0,0,12,0,1,Phishing
https://google.com/verify,25,1,1,0,0,0,0,1,0,Suspicious
https://www.microsoft.com/reset,31,1,2,0,1,0,0,0,0,Safe
https://google.com/login,24,1,1,0,0,0,0,0,0,Safe
https://www.google.com/verify,29,1,2,0,1,0,0,0,0,Safe
https://www.amazon.com/signin,29,1,2,0,1,0,0,1,0,Suspicious
http://lnkedln.com/login,24,0,1,0,0,0,0,0,1,Phishing
https://instagram.com/verify,28,1,1,0,0,0,0,0,0,Safe
https://www.apple.com/verify,28,1,2,0,1,0,0,0,0,Safe
https://www.instagram.com/signin,32,1,2,0,1,0,0,0,0,Safe
http://flip-kart.com,20,0,1,1,0,0,0,0,1,Phishing
http://g00gle.com/dashboard,27,0,1,0,0,0,0,0,1,Phishing
http://instagrarn.com/login?id=388,34,0,1,0,0,1,8,1,1,Phishing
https://www.amazon.com/login,28,1,2,0,1,0,0,0,0,Safe
http://app1e.com/reset?id=238,29,0,1,0,0,0,19,0,1,Phishing
https://www.flipkart.com/login,30,1,2,0,1,0,0,0,0,Safe
http://paypa1.com/signin,24,0,1,0,0,0,0,1,1,Phishing
https://www.instagram.com,25,1,2,0,1,0,0,1,0,Suspicious
http://facebok.com/dashboard,28,0,1,0,0,0,0,0,1,Phishing
http://micr0soft.com/account,28,0,1,0,0,0,0,0,1,Phishing
https://flipkart.com/dashboard,30,1,1,0,0,0,0,0,0,Safe
http://app1e.com,16,0,1,0,0,0,0,1,1,Phishing
https://www.linkedin.com/verify,31,1,2,0,1,0,0,0,0,Safe
https://www.paypal.com/dashboard,32,1,2,0,1,0,0,0,0,Safe
http://netfliix.com?id=778,26,0,1,0,0,0,6,0,1,Phishing
https://www.amazon.com/reset,28,1,2,0,1,0,0,1,0,Suspicious
http://app1e.com/signin?id=618,30,0,1,0,0,0,13,0,1,Phishing
http://app1e.com/dashboard?id=953,33,0,1,0,0,0,8,0,1,Phishing
https://www.amazon.com,22,1,2,0,1,0,0,0,0,Safe
https://www.microsoft.com/verify,32,1,2,0,1,0,0,0,0,Safe
https://www.microsoft.com/verify,32,1,2,0,1,0,0,1,0,Suspicious
https://www.google.com,22,1,2,0,1,0,0,0,0,Safe
http://paypa1.com/dashboard,27,0,1,0,0,0,0,0,1,Phishing
https://amazon.com/reset,24,1,1,0,0,0,0,0,0,Safe
http://micr0soft.com/login?id=451,33,0,1,0,0,0,17,1,1,Phishing
http://flip-kart.com/reset?id=229,33,0,1,1,0,0,12,0,1,Phishing
https://www.linkedin.com/login,30,1,2,0,1,0,0,0,0,Safe
http://paypa1.com/account?id=559,32,0,1,0,0,0,12,0,1,Phishing
https://www.google.com,22,1,2,0,1,0,0,1,0,Suspicious
https://www.google.com/dashboard,32,1,2,0,1,0,0,0,0,Safe
http://facebok.com/verify,25,0,1,0,0,0,0,0,1,Phishing
https://google.com/reset,24,1,1,0,0,0,0,0,0,Safe
http://netfliix.com/account?id=741,34,0,1,0,0,0,5,0,1,Phishing
http://app1e.com/verify,23,0,1,0,0,0,0,1,1,Phishing
https://www.flipkart.com/account,32,1,2,0,1,0,0,0,0,Safe
https://instagram.com/reset,27,1,1,0,0,0,0,0,0,Safe
https://www.apple.com/dashboard,31,1,2,0,1,0,0,0,0,Safe
https://www.paypal.com/signin,29,1,2,0,1,0,0,0,0,Safe
https://netflix.com/reset,25,1,1,0,0,0,0,0,0,Safe
https://www.netflix.com/dashboard,33,1,2,0,1,0,0,0,0,Safe
https://paypal.com/verify,25,1,1,0,0,0,0,0,0,Safe
https://www.paypal.com/reset,28,1,2,0,1,0,0,0,0,Safe
http://micr0soft.com/dashboard,30,0,1,0,0,0,0,0,1,Phishing
http://amaz0n.com/signin?id=903,31,0,1,0,0,0,11,0,1,Phishing
https://apple.com/signin,24,1,1,0,0,0,0,1,0,Suspicious
https://www.instagram.com/login,31,1,2,0,1,0,0,0,0,Safe
https://www.facebook.com/signin,31,1,2,0,1,0,0,0,0,Safe
https://www.apple.com,21,1,2,0,1,0,0,0,0,Safe
https://www.facebook.com/signin,31,1,2,0,1,0,0,1,0,Suspicious
https://www.facebook.com/reset,30,1,2,0,1,0,0,1,0,Suspicious
https://www.flipkart.com/account,32,1,2,0,1,0,0,0,0,Safe
http://app1e.com/account,24,0,1,0,0,0,0,0,1,Phishing
http://amaz0n.com/account,25,0,1,0,0,0,0,1,1,Phishing
http://app1e.com/verify?id=251,30,0,1,0,0,0,11,1,1,Phishing
https://facebook.com/reset,26,1,1,0,0,0,0,0,0,Safe
https://www.amazon.com/dashboard,32,1,2,0,1,0,0,1,0,Suspicious
https://www.linkedin.com/signin,31,1,2,0,1,0,0,0,0,Safe
https://www.apple.com/verify,28,1,2,0,1,0,0,1,0,Suspicious
https://www.facebook.com,24,1,2,0,1,0,0,0,0,Safe
http://instagrarn.com/login,27,0,1,0,0,0,0,1,1,Phishing
https://www.netflix.com/account,31,1,2,0,1,0,0,0,0,Safe
http://micr0soft.com/login,26,0,1,0,0,1,0,1,1,Phishing
http://amaz0n.com/verify,24,0,1,0,0,0,0,1,1,Phishing
https://www.google.com/verify,29,1,2,0,1,0,0,0,0,Safe
https://www.microsoft.com/login,31,1,2,0,1,0,0,0,0,Safe
https://www.amazon.com/signin,29,1,2,0,1,0,0,0,0,Safe
https://www.paypal.com/login,28,1,2,0,1,0,0,1,0,Suspicious
https://www.facebook.com/reset,30,1,2,0,1,0,0,0,0,Safe
http://app1e.com/verify,23,0,1,0,0,0,0,0,1,Phishing
http://paypa1.com/dashboard?id=964,34,0,1,0,0,0,5,0,1,Phishing
https://apple.com/verify,24,1,1,0,0,0,0,0,0,Safe
https://www.flipkart.com/verify,31,1,2,0,1,0,0,0,0,Safe
https://www.apple.com/login,27,1,2,0,1,0,0,0,0,Safe
http://paypa1.com/account?id=233,32,0,1,0,0,0,18,1,1,Phishing
http://app1e.com/account,24,0,1,0,0,0,0,1,1,Phishing
https://www.netflix.com,23,1,2,0,1,0,0,0,0,Safe
http://facebok.com/account?id=897,33,0,1,0,0,0,8,0,1,Phishing
http://g00gle.com/verify,24,0,1,0,0,0,0,0,1,Phishing
http://micr0soft.com/login,26,0,1,0,0,0,0,1,1,Phishing
https://www.apple.com/signin,28,1,2,0,1,0,0,1,0,Suspicious
https://www.netflix.com/verify,30,1,2,0,1,0,0,0,0,Safe
http://micr0soft.com/login,26,0,1,0,0,1,0,1,1,Phishing
http://flip-kart.com/reset,26,0,1,1,0,0,0,0,1,Phishing
https://linkedin.com/signin,27,1,1,0,0,0,0,0,0,Safe
http://instagrarn.com/login,27,0,1,0,0,0,0,0,1,Phishing
http://paypa1.com/signin,24,0,1,0,0,0,0,1,1,Phishing
http://flip-kart.com/verify?id=157,34,0,1,1,0,0,8,1,1,Phishing
